,Name,Club,Country,League,Overall Rating,Position,Skill,Weak Foot,Work Rate,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Base Stats,In Game Stats
1249,Stéphane Sessègnon,Gençlerbirliği,Benin,Süper Lig,76,CAM,4,3,M / M,74,71,75,79,60,72,172,431,2105
1250,Alessandro Diamanti,Western United FC,Italy,Hyundai A-League,76,CAM,4,2,H / M,64,70,78,78,33,60,180,383,1892
1251,Dušan Basta,Lazio,Serbia,Serie A TIM,76,RB,3,3,H / H,69,66,70,74,76,70,183,425,2045
1252,Federico Higuaín,Columbus Crew SC,Argentina,Major League Soccer,76,CAM,3,4,M / M,56,71,78,74,49,61,173,389,1952
1253,Salvatore Bocchetti,Hellas Verona,Italy,Serie A TIM,76,CB,2,2,M / H,66,51,55,62,76,79,186,389,1783
1254,Giovani dos Santos,Club América,Mexico,LIGA Bancomer MX,76,CAM,4,4,H / L,84,73,73,79,33,51,175,393,1911
1255,Jozy Altidore,Toronto FC,United States,Major League Soccer,76,ST,3,4,M / L,70,76,61,69,32,81,183,389,1842
1256,Fabian Lustenberger,BSC Young Boys,Switzerland,Raiffeisen Super League,76,CB,2,3,L / H,58,37,60,65,78,70,180,368,1758
1257,Vieirinha,PAOK,Portugal,Hellas Liga,76,LB,4,4,H / M,77,77,75,81,70,64,172,444,2159
1258,Ryan Donk,Galatasaray SK,Holland,Süper Lig,76,CDM,3,2,M / H,60,64,68,70,74,85,192,421,1928
1259,Pablo Hernández,Leeds United,Spain,EFL Championship,76,RM,4,3,M / M,70,73,76,78,46,60,173,403,1991
1260,Sung Yueng Ki,Newcastle United,Korea Republic,Premier League,76,CM,4,4,M / H,58,72,79,74,64,69,189,416,2035
1261,Bořek Dočkal,Sparta Praha,Czech Republic,Česká Liga,76,CAM,4,5,M / L,65,74,79,75,49,59,182,401,1966
1262,Albin Ekdal,Sampdoria,Sweden,Serie A TIM,76,CM,3,3,M / M,49,65,75,73,71,73,186,406,2003
1263,Dale Stephens,Brighton & Hove Albion,England,Premier League,76,CM,3,3,M / H,57,64,74,70,71,78,185,414,2021
1264,Eric Maxim Choupo-Moting,Paris Saint-Germain,Cameroon,Ligue 1 Conforama,76,ST,4,4,M / M,76,71,68,77,37,71,191,400,1881
1265,Miroslav Stoch,PAOK,Slovakia,Hellas Liga,76,LM,3,5,H / M,84,77,73,80,37,55,167,406,1952
1266,Fabio Borini,Milan,Italy,Serie A TIM,76,LW,3,3,H / M,74,74,72,78,45,69,180,412,1986
1267,Cheikhou Kouyaté,Crystal Palace,Senegal,Premier League,76,CDM,3,3,H / M,69,65,61,69,76,85,189,425,1973
1268,Omar El Kaddouri,PAOK,Morocco,Hellas Liga,76,CAM,3,4,H / M,74,71,76,76,57,71,185,425,2028
1269,Lautaro Acosta,Club Atlético Lanús,Argentina,SAF,76,LW,4,4,H / H,92,70,67,80,45,63,169,417,2012
1270,Miguel Lopes,Kayserispor,Portugal,Süper Lig,76,RB,3,4,H / M,77,50,68,71,74,78,182,418,1969
1271,Etrit Berisha,SPAL,Albania,Serie A TIM,76,GK,1,2,M / M,76,76,67,78,28,75,194,400,791
1272,Tom Cleverley,Watford,England,Premier League,76,CM,3,3,H / M,64,69,75,73,61,62,175,404,1966
1273,Łukasz Skorupski,Bologna,Poland,Serie A TIM,76,GK,1,2,M / M,80,75,54,81,51,75,187,416,868
1274,Steven Zuber,TSG 1899 Hoffenheim,Switzerland,Bundesliga,76,CM,3,4,H / M,78,74,73,77,71,75,182,448,2108
1275,Darwin Quintero,Minnesota United FC,Colombia,Major League Soccer,76,CF,4,3,H / M,86,73,70,80,28,65,166,402,1918
1276,Théophile-Catherine,GNK Dinamo Zagreb,France,Croatia Liga,76,CB,3,3,L / H,69,50,68,65,74,78,183,404,1902
1277,Júnior Caiçara,Medipol Başakşehir FK,Brazil,Süper Lig,76,RB,3,4,H / M,80,56,74,75,72,65,173,422,2050
1278,Mato Jajalo,Udinese,Bosnia and Herzegovina,Serie A TIM,76,CM,3,3,M / M,66,66,74,78,73,79,182,436,2078
1279,Romain Hamouma,AS Saint-Étienne,France,Ligue 1 Conforama,76,RM,3,4,H / M,67,73,76,78,42,63,178,399,1942
1280,Teófilo Gutiérrez,Junior FC,Colombia,Liga Dimayor,76,ST,4,3,M / L,57,75,72,77,28,72,177,381,1895
1281,Dedryck Boyata,Hertha BSC,Belgium,Bundesliga,76,CB,2,3,M / M,68,30,51,60,74,85,188,368,1651
1282,Manolo Gabbiadini,Sampdoria,Italy,Serie A TIM,76,ST,3,3,M / L,66,79,71,75,26,64,181,381,1857
1283,G. Santos Galvão,Cagliari,Brazil,Serie A TIM,76,CF,4,4,H / M,72,75,72,74,40,67,184,400,1927
1284,Jordy Clasie,AZ,Holland,Eredivisie,76,CM,3,3,M / M,63,64,77,75,67,69,169,415,2030
1285,Christopher Schindler,Huddersfield Town,Germany,EFL Championship,76,CB,2,3,M / M,63,32,57,56,77,75,189,360,1700
1286,Juan Jesus,Roma,Brazil,Serie A TIM,76,CB,2,2,L / H,74,33,52,60,76,78,185,373,1736
1287,Alhassan Wakaso,Vitória Guimarães,Ghana,Liga NOS,76,CDM,2,3,M / H,67,49,60,66,77,83,180,402,1891
1288,Cédric,Southampton,Portugal,Premier League,76,RB,3,4,H / M,77,66,70,75,73,70,172,431,2077
1289,Ravel Morrison,Sheffield United,England,Premier League,76,CAM,3,4,M / L,78,69,75,78,50,57,175,407,1906
1290,Aleix Vidal,D. Alavés,Spain,LaLiga Santander,76,RB,3,4,H / M,85,66,71,78,72,71,177,443,2042
1291,Ogenyi Onazi,Trabzonspor,Nigeria,Süper Lig,76,CDM,3,3,M / M,80,66,71,76,75,72,173,440,2093
1292,Mohamed Elyounoussi,Southampton,Norway,Premier League,76,LM,4,4,M / M,78,71,75,76,39,63,178,402,1946
1293,Anthony Knockaert,Fulham,France,EFL Championship,76,RW,4,3,H / H,73,70,72,82,49,65,172,411,1998
1294,Raúl Ruidíaz,Seattle Sounders FC,Peru,Major League Soccer,76,ST,4,4,H / M,80,77,64,76,32,61,169,390,1895
1295,Joel Campbell,Club León,Costa Rica,LIGA Bancomer MX,76,ST,4,2,M / M,88,74,74,78,40,72,178,426,2014
1296,Renato Ibarra,Club América,Ecuador,LIGA Bancomer MX,76,RM,3,3,H / H,92,65,70,76,53,74,175,430,1968
1297,Solomon Kverkvelia,Lokomotiv Moscow,Georgia,League of Russia,76,CB,2,2,M / M,72,38,53,42,78,81,196,364,1630
1298,Alberto Moreno,Villarreal CF,Spain,LaLiga Santander,76,LB,3,2,H / L,85,65,68,77,70,70,171,435,2026
1299,Stefano Denswil,Bologna,Holland,Serie A TIM,76,CB,3,4,M / M,46,57,66,65,76,74,185,384,1882
1300,Marko Livaja,AEK Athens,Croatia,Hellas Liga,76,ST,3,5,M / L,74,73,60,75,32,77,182,391,1815
1301,Dominique Heintz,Sport-Club Freiburg,Germany,Bundesliga,76,CB,2,3,M / M,59,36,60,60,74,79,190,368,1693
1302,Adrien Thomasson,RC Strasbourg Alsace,France,Ligue 1 Conforama,76,CM,4,4,M / M,73,70,75,76,64,63,177,421,2029
1303,Guilherme,Olympiacos CFP,Brazil,Hellas Liga,76,CDM,3,4,M / M,67,64,72,69,72,78,179,422,2031
1304,Eugenio Mena,Racing Club,Chile,SAF,76,LB,3,3,H / M,78,48,69,73,73,73,173,414,1945
1305,Garry Mendes Rodrigues,Fenerbahçe SK,Cape Verde Islands,Süper Lig,76,LM,4,3,M / M,83,72,71,76,43,69,173,414,1975
1306,Albert Rusnák,Real Salt Lake,Slovakia,Major League Soccer,76,CAM,3,4,H / M,72,75,75,75,45,60,175,402,1946
1307,Björn Engels,Aston Villa,Belgium,Premier League,76,CB,2,3,M / M,60,44,61,57,75,76,194,373,1696
1308,Fernandinho,Hebei China Fortune FC,Brazil,CSL,76,CAM,4,3,H / L,80,69,72,77,51,67,174,416,1976
1309,Karol Linetty,Sampdoria,Poland,Serie A TIM,76,CM,3,3,H / H,69,63,71,75,72,70,176,420,1971
1310,Luiz Phellype Luciano Silva,Sporting CP,Brazil,Liga NOS,76,ST,3,3,M / H,54,78,59,70,30,81,188,372,1820
1311,Arthur Masuaku,West Ham United,Congo DR,Premier League,76,LB,4,2,H / M,86,63,72,80,70,70,179,441,2049
1312,DeAndre Yedlin,Newcastle United,United States,Premier League,76,RWB,3,3,H / M,92,51,65,75,71,70,172,424,1984
1313,Federico Di Francesco,SPAL,Italy,Serie A TIM,76,LW,4,4,M / M,81,67,73,81,40,61,171,403,1903
1314,Federico Mancuello,Deportivo Toluca,Argentina,LIGA Bancomer MX,76,CAM,4,2,H / M,75,72,77,74,62,71,175,431,2059
1315,Maxwel Cornet,Olympique Lyonnais,Côte d'Ivoire,Ligue 1 Conforama,76,RW,3,5,H / H,88,76,69,75,36,72,179,416,1952
1316,Silvan Widmer,FC Basel,Switzerland,Raiffeisen Super League,76,RB,3,3,M / M,80,64,73,76,72,78,183,443,2062
1317,Angus Gunn,Southampton,England,Premier League,76,GK,1,3,M / M,76,73,70,79,48,74,196,420,943
1318,Wallace,Lazio,Brazil,Serie A TIM,76,CB,2,2,M / M,65,28,44,50,77,72,191,336,1548
1319,Samuel Gigot,Spartak Moscow,France,League of Russia,76,CB,2,2,M / M,65,29,61,59,76,79,187,369,1724
1320,Enner Valencia,Tigres U.A.N.L.,Ecuador,LIGA Bancomer MX,76,ST,4,3,H / M,87,75,67,74,39,74,177,416,1991
1321,Jaume,Valencia CF,Spain,LaLiga Santander,76,GK,1,3,M / M,74,73,75,82,58,72,185,434,1014
1322,Badou Ndiaye,Stoke City,Senegal,EFL Championship,76,CM,3,3,H / H,85,71,73,78,72,80,180,459,2154
1323,Luciano Acosta,D.C. United,Argentina,Major League Soccer,76,CAM,5,3,H / M,81,67,71,80,46,61,161,406,1936
1324,Timothy Castagne,Atalanta,Belgium,Serie A TIM,76,LM,3,3,M / H,82,56,69,74,73,68,185,422,1933
1325,Otávio,FC Girondins de Bordeaux,Brazil,Ligue 1 Conforama,76,CDM,3,3,M / H,66,51,64,71,77,75,176,404,1913
1326,Ángel Mena,Club León,Ecuador,LIGA Bancomer MX,76,RW,4,4,M / M,83,72,71,78,44,48,168,396,1904
1327,Franco Cervi,SL Benfica,Argentina,Liga NOS,76,LM,4,3,H / H,92,65,68,84,50,51,165,410,1974
1328,Anthony Briançon,Nîmes Olympique,France,Ligue 1 Conforama,76,CB,2,2,M / H,60,48,60,56,75,79,185,378,1792
1329,François Kamano,FC Girondins de Bordeaux,Guinea,Ligue 1 Conforama,76,LW,4,4,M / M,87,74,68,77,33,62,175,401,1881
1330,Mehmet Zeki Çelik,LOSC Lille,Turkey,Ligue 1 Conforama,76,RB,3,3,H / M,81,42,70,71,73,74,180,411,1902
1331,İrfan Can Kahveci,Medipol Başakşehir FK,Turkey,Süper Lig,76,CM,4,4,H / M,77,68,76,78,62,67,176,428,2023
1332,Marcos Díaz,Buenos Aires,Argentina,SAF,76,GK,1,2,M / M,75,73,62,76,39,81,186,406,821
1333,Frédéric Guilbert,Aston Villa,France,Premier League,76,RB,3,2,H / M,73,47,66,68,76,75,178,405,1893
1334,Rob Holding,Arsenal,England,Premier League,76,CB,2,3,M / H,60,34,59,65,77,73,189,368,1710
1335,Waldemar Anton,Hannover 96,Germany,Bundesliga 2,76,CB,3,3,M / M,64,46,58,67,77,77,189,389,1805
1336,Alexander Barboza,Independiente,Argentina,SAF,76,CB,2,3,H / H,54,55,58,63,73,84,192,387,1824
1337,Youssef Ait Bennasser,AS Monaco Football Club SA,Morocco,Ligue 1 Conforama,76,CM,3,3,M / M,74,62,76,78,65,67,184,422,1996
1338,Ademola Lookman,RB Leipzig,England,Bundesliga,76,RM,3,4,H / M,82,74,68,83,28,61,174,396,1876
1339,Denys Boyko,FC Dynamo Kyiv,Ukraine,Ukraine Liga,76,GK,1,3,M / M,77,69,68,78,49,74,194,415,926
1340,Theo Hernández,Milan,France,Serie A TIM,76,LB,3,3,H / M,92,57,65,73,70,76,184,433,1963
1341,Caio Lucas Fernandes,SL Benfica,Brazil,Liga NOS,76,LM,4,3,M / M,83,72,70,79,30,55,173,389,1888
1342,Rodrigo Aliendro,Colón de Santa Fe,Argentina,SAF,76,CDM,4,3,M / M,78,72,69,77,72,78,177,446,2099
1343,Xaver Schlager,VfL Wolfsburg,Austria,Bundesliga,76,CM,3,3,H / H,78,68,71,76,65,74,174,432,2033
1344,Patrik Schick,Roma,Czech Republic,Serie A TIM,76,ST,4,2,M / M,71,73,70,80,36,64,186,394,1876
1345,Josip Brekalo,VfL Wolfsburg,Croatia,Bundesliga,76,LW,4,3,M / M,82,65,69,81,36,52,175,385,1829
1346,Ibrahim Sangaré,Toulouse Football Club,Côte d'Ivoire,Ligue 1 Conforama,76,CDM,3,4,M / H,68,64,72,72,74,80,191,430,2058
1347,Malang Sarr,OGC Nice,France,Ligue 1 Conforama,76,CB,2,4,L / H,70,51,68,66,76,76,182,407,1930
1348,Evan N'Dicka,Eintracht Frankfurt,France,Bundesliga,76,CB,2,3,M / M,68,44,59,61,76,74,192,382,1738
1349,Xeka,LOSC Lille,Portugal,Ligue 1 Conforama,76,CDM,4,4,M / M,62,58,71,74,70,75,186,410,1971
1350,Alan Franco,Independiente,Argentina,SAF,76,CB,2,2,M / H,65,34,50,57,76,77,183,359,1651
1351,Phil Foden,Manchester City,England,Premier League,76,CAM,4,3,M / M,74,64,74,79,55,55,171,401,1906
1352,Nikola Milenkovic,Fiorentina,Serbia,Serie A TIM,76,CB,2,3,M / H,64,44,62,61,75,81,195,387,1720
1353,Weston McKennie,FC Schalke 04,United States,Bundesliga,76,CM,3,3,M / M,68,64,69,74,76,83,185,434,2058
1354,Jules Koundé,Sevilla FC,France,LaLiga Santander,76,CB,2,3,M / M,70,31,48,63,78,69,180,359,1677
1355,Anthony Nwakaeme,Trabzonspor,Nigeria,Süper Lig,76,LM,3,4,H / L,81,74,70,79,33,73,185,410,1912
1356,Rodrygo Silva de Goes,Real Madrid,Brazil,LaLiga Santander,76,LW,4,3,M / M,85,72,65,80,29,57,174,388,1891
1357,Filip Benković,Leicester City,Croatia,Premier League,76,CB,2,3,M / M,64,46,56,57,75,82,194,380,1754
1358,Mathias Jørgensen,Fenerbahçe SK,Denmark,Süper Lig,76,CB,2,2,M / H,66,40,59,56,75,80,191,376,1728
1359,Timothée Kolodziejczak,AS Saint-Étienne,France,Ligue 1 Conforama,76,CB,2,2,H / M,77,37,67,61,76,79,185,397,1852
1360,André Schürrle,Spartak Moscow,Germany,League of Russia,76,LW,3,4,M / M,75,78,72,78,43,68,183,414,2016
1361,Dennis Praet,Leicester City,Belgium,Premier League,76,CM,4,4,H / M,69,70,77,78,61,64,181,419,2019
1362,Mateus Uribe,FC Porto,Colombia,Liga NOS,76,CM,3,4,H / H,75,72,72,74,68,79,182,440,2063
1363,Deniz Türüç,Fenerbahçe SK,Turkey,Süper Lig,76,RM,4,4,H / M,75,69,78,76,56,69,177,423,2037
1364,Óscar Romero,San Lorenzo de Almagro,Paraguay,SAF,76,RM,4,4,M / L,77,73,75,78,35,61,176,399,1909
1365,Rúben Semedo,Olympiacos CFP,Portugal,Hellas Liga,76,CB,2,3,M / H,68,52,54,64,74,77,194,389,1772
1366,Soldado,Granada CF,Spain,LaLiga Santander,76,ST,3,4,H / L,57,77,71,72,43,68,180,388,1930
1367,Jay Rodriguez,Burnley,England,Premier League,76,ST,3,4,H / M,72,74,68,72,41,68,185,395,1901
1368,Diego Biseswar,PAOK,Holland,Hellas Liga,76,CAM,3,3,M / M,73,70,76,78,33,60,176,390,1884
1369,Sequeira,SC Braga,Portugal,Liga NOS,76,LB,3,3,M / M,70,59,68,70,74,75,184,416,1994
1370,José Izquierdo,Brighton & Hove Albion,Colombia,Premier League,76,LW,4,3,H / H,86,69,67,80,38,53,171,393,1847
1371,Ignacio Pussetto,Udinese,Argentina,Serie A TIM,76,ST,3,4,H / M,80,74,62,77,25,65,180,383,1766
1372,Donyell Malen,PSV,Holland,Eredivisie,76,ST,4,3,M / M,91,73,64,79,29,72,179,408,1878
1373,Florentino Morris Luís,SL Benfica,Portugal,Liga NOS,76,CDM,3,2,M / H,65,44,62,69,76,73,184,389,1820
1374,Fedor Chalov,CSKA Moscow,Russia,League of Russia,76,ST,3,4,H / L,80,74,65,76,33,63,180,391,1835
1375,Youssef En-Nesyri,CD Leganés,Morocco,LaLiga Santander,76,ST,3,4,H / H,75,74,54,73,34,74,192,384,1799
1376,Yordan Osorio,FC Porto,Venezuela,Liga NOS,76,CB,2,2,M / M,56,31,44,52,74,83,189,340,1570
1377,Alexis Mac Allister,Buenos Aires,Argentina,SAF,76,CAM,3,3,M / M,71,75,75,74,56,62,176,413,1986
1378,Teun Koopmeiners,AZ,Holland,Eredivisie,76,CDM,3,2,M / M,68,67,74,71,74,76,183,430,2085
1379,Unai Núñez,Athletic Club,Spain,LaLiga Santander,76,CB,2,3,M / M,64,22,46,50,74,73,186,329,1483
1380,Silvio Proto,Lazio,Belgium,Serie A TIM,76,GK,1,2,M / M,75,73,73,77,48,78,184,424,977
1381,Phil Jagielka,Sheffield United,England,Premier League,76,CB,2,3,M / H,46,44,57,54,77,65,180,343,1694
1382,Jimmy Briand,FC Girondins de Bordeaux,France,Ligue 1 Conforama,76,ST,3,3,H / M,66,76,73,72,46,71,181,404,1966
1383,Gomes,Watford,Brazil,Premier League,76,GK,1,2,M / M,79,71,58,80,43,75,191,406,940
1384,Blerim Džemaili,Bologna,Switzerland,Serie A TIM,76,CM,3,4,M / M,57,73,76,76,71,66,179,419,2065
1385,Leonardo Ponzio,Núñez,Argentina,SAF,76,CDM,3,3,M / H,44,59,70,68,77,72,174,390,1959
1386,Ragnar Klavan,Cagliari,Estonia,Serie A TIM,76,CB,2,3,M / M,41,48,63,61,77,67,187,357,1733
1387,Arda Turan,Medipol Başakşehir FK,Turkey,Süper Lig,76,LM,4,4,H / H,64,73,77,77,64,66,177,421,2085
1388,Serkan Kirintili,Atiker Konyaspor,Turkey,Süper Lig,76,GK,1,2,M / M,76,73,68,79,41,76,185,413,892
1389,Oscar Wendt,Borussia Mönchengladbach,Sweden,Bundesliga,76,LB,3,3,M / M,70,62,74,74,74,70,181,424,2040
1390,Diego Castro,Perth Glory,Spain,Hyundai A-League,76,CAM,4,4,H / L,63,72,72,80,44,58,174,389,1962
1391,Mario Gómez,VfB Stuttgart,Germany,Bundesliga 2,76,ST,3,4,M / M,58,75,59,67,35,75,189,369,1773
1392,Mark Noble,West Ham United,England,Premier League,76,CM,3,3,H / H,41,67,76,73,72,70,177,399,2014
1393,Per Ciljan Skjelbred,Hertha BSC,Norway,Bundesliga,76,CDM,3,3,H / H,58,46,71,76,71,72,178,394,1916
1394,Rodrigo Palacio,Bologna,Argentina,Serie A TIM,76,ST,4,3,H / H,74,71,72,82,46,65,176,410,2014
1395,Michael Bradley,Toronto FC,United States,Major League Soccer,76,CDM,2,3,M / M,58,62,75,72,69,76,188,412,1980
1396,Markel Bergara,Getafe CF,Spain,LaLiga Santander,76,CDM,3,3,M / M,42,64,72,65,73,72,181,388,1905
1397,Aaron Hunt,Hamburger SV,Germany,Bundesliga 2,76,CAM,3,3,M / M,65,73,75,76,44,63,183,396,1963
1398,Sinan Bolat,Royal Antwerp FC,Turkey,Belgium Pro League,76,GK,1,3,M / M,70,79,77,78,48,75,186,427,942
1399,Adrian Mierzejewski,Chongqing Lifan FC,Poland,CSL,76,CAM,4,4,H / M,73,74,73,76,45,73,176,414,1997
1400,Karim El Ahmadi,Al Ittihad,Morocco,Saudi Professional League,76,CDM,3,2,M / M,62,62,71,73,71,77,181,416,2023
1401,Marcelo Grohe,Al Ittihad,Brazil,Saudi Professional League,76,GK,1,2,M / M,75,73,67,79,43,77,188,414,869
1402,Kenneth Vermeer,Feyenoord,Holland,Eredivisie,76,GK,1,4,M / M,78,68,66,81,60,76,181,429,1057
1403,Jack Cork,Burnley,England,Premier League,76,CM,3,4,M / H,47,62,73,71,76,80,184,409,2025
1404,James McArthur,Crystal Palace,Scotland,Premier League,76,CM,3,3,H / H,60,65,72,73,71,75,178,416,2016
1405,Jonatan Maidana,Deportivo Toluca,Argentina,LIGA Bancomer MX,76,CB,2,3,M / M,45,37,63,52,75,80,185,352,1712
1406,David Zurutuza,Real Sociedad,France,LaLiga Santander,76,CM,4,5,M / M,56,70,74,75,68,65,186,408,1939
1407,Souleymane Bamba,Cardiff City,Côte d'Ivoire,EFL Championship,76,CB,2,3,M / M,51,28,44,56,76,79,190,334,1472
1408,Winston Reid,West Ham United,New Zealand,Premier League,76,CB,2,3,L / H,52,52,48,50,77,73,190,352,1660
1409,Dmytro Chygrynskyi,AEK Athens,Ukraine,Hellas Liga,76,CB,2,3,M / M,50,39,59,46,76,75,189,345,1632
1410,Ola Toivonen,Melbourne Victory,Sweden,Hyundai A-League,76,ST,3,4,M / L,50,77,75,73,41,73,192,389,1941
1411,Mossoró,Medipol Başakşehir FK,Brazil,Süper Lig,76,CAM,4,4,H / M,70,72,75,78,45,60,170,400,1986
1412,Marouane Fellaini,Shandong Luneng Taishan,Belgium,CSL,76,CM,3,3,M / M,42,71,70,69,76,88,194,416,2013
1413,Fabian Johnson,Borussia Mönchengladbach,United States,Bundesliga,76,LM,3,4,M / M,76,66,73,75,68,66,183,424,2012
1414,Jonathan De Guzmán,Eintracht Frankfurt,Holland,Bundesliga,76,CM,3,4,H / M,66,73,79,78,54,67,173,417,2049
1415,Fabricio,Fulham,Spain,EFL Championship,76,GK,1,4,M / M,75,77,74,76,59,73,184,434,1009
1416,Thomas Mangani,Angers SCO,France,Ligue 1 Conforama,76,CM,3,3,M / M,55,69,76,71,71,73,183,415,2046
1417,Craig Cathcart,Watford,Northern Ireland,Premier League,76,CB,2,3,M / H,40,37,57,55,77,73,190,339,1640
1418,Beto,Göztepe SK,Portugal,Süper Lig,76,GK,1,3,M / M,79,69,79,75,47,75,182,424,927
1419,Roberto Rosales,CD Leganés,Venezuela,LaLiga Santander,76,RB,3,3,H / M,71,64,70,74,75,67,174,421,2017
1420,Marc Albrighton,Leicester City,England,Premier League,76,RM,3,3,H / H,70,68,75,76,59,69,175,417,2007
1421,Maxi Moralez,New York City FC,Argentina,Major League Soccer,76,CAM,4,4,H / H,73,71,74,77,52,50,158,397,1944
1422,Facundo Roncaglia,CA Osasuna,Argentina,LaLiga Santander,76,CB,2,3,M / H,61,53,68,64,77,71,179,394,1898
1423,Kyriakos Papadopoulos,Hamburger SV,Greece,Bundesliga 2,76,CB,2,3,L / H,52,40,47,46,76,78,185,339,1662
1424,Michael Lang,Borussia Mönchengladbach,Switzerland,Bundesliga,76,RB,3,4,H / M,68,69,68,66,76,78,185,425,2000
1425,Nicolás Sánchez,Monterrey,Argentina,LIGA Bancomer MX,76,CB,2,3,M / H,46,46,59,60,74,82,187,367,1804
1426,Ádám Szalai,1. FSV Mainz 05,Hungary,Bundesliga,76,ST,3,3,M / M,40,76,61,70,40,77,193,364,1778
1427,Patrick van Aanholt,Crystal Palace,Holland,Premier League,76,LB,3,4,H / L,87,68,70,76,72,71,176,444,2086
1428,Elías Hernández,Cruz Azul,Mexico,LIGA Bancomer MX,76,RM,4,3,M / L,75,72,75,78,47,60,171,407,1977
1429,Theodor Gebre Selassie,SV Werder Bremen,Czech Republic,Bundesliga,76,RB,3,2,M / M,73,51,70,75,75,72,181,416,1971
1430,Ivan Radovanovic,Genoa,Serbia,Serie A TIM,76,CDM,2,3,L / H,55,59,72,68,73,77,187,404,1965
1431,Kiko Olivas,R. Valladolid CF,Spain,LaLiga Santander,76,CB,2,3,M / M,52,52,59,60,76,78,184,377,1754
1432,Diogo Viana,SC Braga,Portugal,Liga NOS,76,RB,4,3,H / M,84,65,73,78,71,65,174,436,2071
1433,Carlos Villanueva,Al Ittihad,Chile,Saudi Professional League,76,CAM,5,3,M / L,61,71,76,78,50,50,173,386,1921
1434,Marcel Schmelzer,Borussia Dortmund,Germany,Bundesliga,76,LB,2,2,H / H,74,48,67,66,76,76,181,407,1948
1435,Alex McCarthy,Southampton,England,Premier League,76,GK,1,2,M / M,77,75,64,80,58,75,193,429,943
1436,Iturraspe,RCD Espanyol,Spain,LaLiga Santander,76,CM,3,3,M / M,44,63,72,67,76,69,187,391,1882
1437,Aaron Cresswell,West Ham United,England,Premier League,76,LB,3,3,H / M,71,59,73,75,74,67,175,419,2040
1438,Kiko Femenía,Watford,Spain,Premier League,76,RB,3,3,H / M,75,58,71,78,73,68,174,423,1997
1439,Rubén Pérez,CD Leganés,Spain,LaLiga Santander,76,CDM,2,3,M / M,40,56,69,66,73,74,178,378,1851
1440,André Hansen,Rosenborg BK,Norway,Eliteserien,76,GK,1,2,M / M,78,68,70,80,37,76,189,409,957
1441,Tony Jantschke,Borussia Mönchengladbach,Germany,Bundesliga,76,CB,2,3,M / M,58,41,64,66,77,74,177,380,1837
1442,Eliaquim Mangala,Valencia CF,France,LaLiga Santander,76,CB,2,4,M / H,61,42,53,51,74,79,187,360,1730
1443,Sebastián Blanco,Portland Timbers,Argentina,Major League Soccer,76,LM,3,5,H / M,76,74,73,77,33,70,168,403,1952
1444,Isaac Brizuela,Guadalajara,Mexico,LIGA Bancomer MX,76,RM,4,4,H / M,89,67,69,80,45,71,171,421,1948
1445,Adam Smith,Bournemouth,England,Premier League,76,RB,3,3,H / M,71,60,71,74,75,69,180,420,1995
1446,Yuya Osako,SV Werder Bremen,Japan,Bundesliga,76,CF,3,4,M / M,75,72,65,78,44,67,182,401,1931
1447,Leandro Chichizola,Getafe CF,Argentina,LaLiga Santander,76,GK,1,3,M / M,77,77,68,78,49,75,185,424,861
1448,Diego Reyes,Tigres U.A.N.L.,Mexico,LIGA Bancomer MX,76,CB,2,3,M / M,62,46,61,69,77,67,189,382,1780
1449,Néstor Araujo,RC Celta,Mexico,LaLiga Santander,76,CB,2,3,L / M,68,41,55,59,76,77,188,376,1726
1450,Edwin Cardona,Pachuca,Colombia,LIGA Bancomer MX,76,CAM,3,4,M / L,56,78,78,76,40,79,183,407,1968
1451,Sergio Padt,FC Groningen,Holland,Eredivisie,76,GK,1,3,M / M,76,74,68,77,41,75,197,411,905
1452,Aitor,Levante UD,Spain,LaLiga Santander,76,GK,1,2,M / M,76,74,67,79,58,75,182,429,964
1453,Nick Viergever,PSV,Holland,Eredivisie,76,CB,2,2,M / H,70,55,65,67,75,77,183,409,1904
1454,Portillo,Getafe CF,Spain,LaLiga Santander,76,RM,3,3,M / M,61,72,77,77,55,63,169,405,1965
1455,Andre Gray,Watford,England,Premier League,76,ST,3,3,H / M,86,75,62,73,30,72,180,398,1862
1456,Pontus Jansson,Brentford,Sweden,EFL Championship,76,CB,2,3,M / M,64,42,53,62,76,79,196,376,1688
1457,Montoya,Brighton & Hove Albion,Spain,Premier League,76,RB,3,4,H / M,77,61,71,72,73,69,175,423,2034
1458,Danny Ings,Southampton,England,Premier League,76,ST,3,3,H / H,75,74,64,76,32,66,178,387,1851
1459,Dorlan Pabón,Monterrey,Colombia,LIGA Bancomer MX,76,RW,3,4,H / H,85,77,73,76,38,82,174,431,2050
1460,Giovanni Moreno,Shanghai Greenland Shenhua FC,Colombia,CSL,76,CAM,4,3,M / M,73,74,69,77,53,76,192,422,2040
1461,Edson Andre Sitoe,FC Girondins de Bordeaux,Mozambique,Ligue 1 Conforama,76,CB,2,3,M / M,60,48,58,64,75,77,188,382,1796
1462,Héldon,Al Taawoun,Cape Verde Islands,Saudi Professional League,76,RM,4,3,H / L,85,71,70,78,29,58,173,391,1877
1463,Marco Höger,1. FC Köln,Germany,Bundesliga,76,CDM,2,4,M / M,51,69,72,71,74,79,182,416,2058
